U_OldCode;CardName;CardType;CardFName;Type;Series;GroupCode;CreditLimit;U_locktimeout;FederalTaxID;MailAddress;Outlet;Address;Delivery Route
A102.045;ALAMAMA RESTO;cCustomer;ALAMAMA RESTO;Restaurant;803;102;10000000;30;0.0000.00000.00000.;Jl. Gajahmada No.42, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131 (depan Hotel Novotel Solo);ALAMAMA RESTO;Jl. Gajahmada No.42, Timuran, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57131 (depan Hotel Novotel Solo);
A102.038;ALFREDO CASUAL KITCHEN;cCustomer;ALFREDO CASUAL KITCHEN;Restaurant;803;102;2000000;35;0.0000.00000.00000.;"Ruko Permata Hijau 1 No.52 
 Purwokerto 53121 
 UP : BPK. ARIGUNO 0811 2622 322";ALFREDO CASUAL KITCHEN;"Ruko Permata Hijau 1 No.52 
 Purwokerto 53121 
 UP : BPK. ARIGUNO 0811 2622 322";
A102.039;ALL IN DINE;cCustomer;ALL IN DINE;Restaurant;803;102;5000000;7;0.0000.00000.00000.;"JL. CIPTO MANGUNKUSUMO NO. 54 
 (UTARA SOLO PARAGON) 
 SOLO";ALL IN DINE;"JL. CIPTO MANGUNKUSUMO NO. 54 
 (UTARA SOLO PARAGON) 
 SOLO";
A102.046;AMIRA SANDWICH & RESTO;cCustomer;AMIRA SANDWICH & RESTO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Semanggi, Pasar Kliwon, Surakarta;AMIRA SANDWICH & RESTO;Semanggi, Pasar Kliwon, Surakarta;
A102.037;AMY BAKERY;cCustomer;AMY BAKERY;Restaurant;803;102;5000000;7;0.0000.00000.00000.;"JL. DUWET RAYA NO.8 LAWEYAN 
 DEKAT UMS 
 SURAKARTA";AMY BAKERY;"JL. DUWET RAYA NO.8 LAWEYAN 
 DEKAT UMS 
 SURAKARTA";
A102.292;WARUNG DEPAN;cCustomer;WARUNG DEPAN;Restaurant;803;102;500000;7;0.0000.00000.00000.;"JL. CENDANA 99 
 BOYOLALI JAWA TENGAH";ARGA SARI;"JL. CENDANA 99 
 BOYOLALI JAWA TENGAH";
A102.034;ATRIA RESTO & CAFE;cCustomer;ATRIA RESTO & CAFE;Restaurant;803;102;0;30;0.0000.00000.00000.;Jl. Yos Sudarso Nonongan No.68, Kemlayan, Kec. Serengan, Kota Surakarta;ARMEY KITCHEN;Jl. Yos Sudarso Nonongan No.68, Kemlayan, Kec. Serengan, Kota Surakarta;
A102.035;AYAM-AYAM RESTO KLATEN;cCustomer;AYAM-AYAM RESTO KLATEN;Restaurant;803;102;2000000;0;0.0000.00000.00000.;"Jl. Kartini No. 33 
 Solo";ATRIA;"Jl. Kartini No. 33 
 Solo";
A102.043;AYAM GEPREK ABANG IRENG;cCustomer;AYAM GEPREK ABANG IRENG;Restaurant;803;102;1000000;30;57.366.594.0-525.000;Jl. Merbabu No. 5 (Sebelum RS Cakra Husada Klaten) Gayamprit, Klaten Selatan, Klaten;AWOR COFFEE KLATEN;Jl. Merbabu No. 5 (Sebelum RS Cakra Husada Klaten) Gayamprit, Klaten Selatan, Klaten;
A102.123;AYAM GEPREK IBU MUMU;cCustomer;AYAM GEPREK IBU MUMU;Restaurant;803;102;2000000;0;0.0000.00000.00000.;"JLN. SOLO-KLATEN 
 KLATEN";AYAM KLATEN;"JLN. SOLO-KLATEN 
 KLATEN";
A102.05;BAKE IT;cCustomer;BAKE IT;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"Jl. Blewah Raya 1 No. 89, Karangasem, Laweyan Surakarta 
 Dekat kampus 4 kedokteran UMS";BABE'S COFFEE;"Jl. Blewah Raya 1 No. 89, Karangasem, Laweyan Surakarta 
 Dekat kampus 4 kedokteran UMS";
A102.126;BAKERY JENNI;cCustomer;BAKERY JENNI;Restaurant;803;102;300000;14;0.0000.00000.00000.;JL. BATURAN RAYA. BATURAN KEC COLOMADU KABUPATEN KARANGANYAR;BABRAK SPACE;JL. BATURAN RAYA. BATURAN KEC COLOMADU KABUPATEN KARANGANYAR;
A101.076;BARON HOUSE;cCustomer;BARON HOUSE;Restaurant;803;102;5000000;0;0.0000.00000.00000.;SOLO;BAPAK SIGIT;SOLO;
A102.056;BBQIU FUSION GRILL HOUSE;cCustomer;BBQIU FUSION GRILL HOUSE;Restaurant;803;102;1000000;30;0.0000.00000.00000.;Jl. Srinarendro No.3, Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57148;BARON HOUSE SOLO;Jl. Srinarendro No.3, Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57148;
A102.007;BEE SQUARE;cCustomer;BEE SQUARE;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Padmonegoro No.44, Danukusuman, Kec. Serengan, Kota Surakarta;BEANS AND CO;Jl. Padmonegoro No.44, Danukusuman, Kec. Serengan, Kota Surakarta;
A102.209;BESALI RESTO (PT.SINERGI COLOMADU);cCustomer;PT.SINERGI COLOMADU;Restaurant;803;102;7000000;30;0.0000.00000.00000.;Jl. Adi Sucipto No.117 JajarKec. LaweyanKota Surakarta;BENOWO KOPI;Jl. Adi Sucipto No.117 JajarKec. LaweyanKota Surakarta;
A102.008;BLACK ARION;cCustomer;BLACK ARION;Restaurant;803;102;1000000;0;0.0000.00000.00000.;SOLO;BIG BEEF;SOLO;
A115.017;BLI KADEK SOLO;cCustomer;BLI KADEK SOLO;Restaurant;803;102;100000;28;0.0000.00000.00000.;JL.GATOT SUBROTO NO 35 SINGOSAREN KEMLAYAN SERENGAN;BLACK BIRD SOLO;JL.GATOT SUBROTO NO 35 SINGOSAREN KEMLAYAN SERENGAN;
A102.31;BLONJO KUE;cCustomer;BLONJO KUE;Restaurant;803;102;300000;7;0.0000.00000.00000.;Jl. Raya Palur No.50, Banaran, Ngringo, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57731;Blackbird Palur;Jl. Raya Palur No.50, Banaran, Ngringo, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57731;
A102.058;BOBA TIME;cCustomer;BOBA TIME;Restaurant;803;102;1000000;0;0.0000.00000.00000.;SOLO;BLI KADEK;SOLO;
A102.006;BROTHERHOOD;cCustomer;BROTHERHOOD;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"Jl. Kartika No.1 Jebres 
 Kec. Jebres 
 Kota Surakarta";BOBA TIME;"Jl. Kartika No.1 Jebres 
 Kec. Jebres 
 Kota Surakarta";
A102.216;PACIFIC SOLO;cCustomer;PACIFIC SOLO;Restaurant;803;102;5000000;14;0.0000.00000.00000.;Jl. Nanas No.1, Driyan, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57311;BPK . STEVE;Jl. Nanas No.1, Driyan, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57311;
A102.052;BUANA LOUNGE;cCustomer;BUANA LOUNGE;Restaurant;803;102;5000000;28;0.0000.00000.00000.;JLN. IR. SUKARNO BLOCK AC.25 SOLO BARU(DEPAN CARREFOUR SOLO BARU);BROTHERS Hotel SOLO;JLN. IR. SUKARNO BLOCK AC.25 SOLO BARU(DEPAN CARREFOUR SOLO BARU);
A102.049;BUBBLES RESTO;cCustomer;BUBBLES RESTO;Restaurant;803;102;0;30;0.0000.00000.00000.;Jl. Raya Djlopo Blok GP No. 73, Dusun 2, Gedangan, Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;BROTHERS INN;Jl. Raya Djlopo Blok GP No. 73, Dusun 2, Gedangan, Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;
A102.162;MYSTIC (CV. MULTI ADIGUNA);cCustomer;CV. MULTI ADIGUNA;Restaurant;803;102;10000000;0;0.0000.00000.00000.;Jn. Nusa Indah N0. 55Randuredjo Solo;Bruce;Jn. Nusa Indah N0. 55Randuredjo Solo;
A102.298;XO SUKI & GRILL SOLO;cCustomer;XO SUKI & GRILL SOLO;Restaurant;803;102;50000000;0;0.0000.00000.00000.;SOLO;BU ASTINA;SOLO;
A102.296;WARUNG JAGO;cCustomer;WARUNG JAGO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Manahan Solo;BU SALIM;Manahan Solo;
A102.303;BU INDRA ROTI BAKAR 543;cCustomer;BU INDRA ROTI BAKAR 543;Restaurant;803;102;5000000;7;0.0000.00000.00000.;Sawah, Tohudan, Colomadu, Kabupaten Karanganyar, Jawa Tengah;BUANA LOUNGE;Sawah, Tohudan, Colomadu, Kabupaten Karanganyar, Jawa Tengah;
A102.062;CALIFORNIA FISH KITCHEN;cCustomer;CALIFORNIA FISH KITCHEN;Restaurant;803;102;7000000;0;0.0000.00000.00000.;Dusun III Madegondo, Grogol, Sukoharjo;CAFE AT EDEN;Dusun III Madegondo, Grogol, Sukoharjo;
A102.064;CANDI RESTO;cCustomer;CANDI RESTO;Restaurant;803;102;15000000;14;0.0000.00000.00000.;JLN. R.M SAID, NO. 49C, TOTOGAN SOLO;CALIFORNIA FISH KITCHEN;JLN. R.M SAID, NO. 49C, TOTOGAN SOLO;
A102.071;CHAO PHRAYA (CV. AMAGI RASA SURAKARTA);cCustomer;CV. AMAGI RASA SURAKARTA;Restaurant;803;102;1000000;0;0.0000.00000.00000.;"JL.I.R Soekarno No.33 
 Solo Baru 
 (SOLO)";CANDI RESTO;"JL.I.R Soekarno No.33 
 Solo Baru 
 (SOLO)";
A102.066;CHILLI PEPPER;cCustomer;CHILLI PEPPER;Restaurant;803;102;5000000;60;0.0000.00000.00000.;Jalan Depok No.1, Manahan, Banjarsari, Manahan, Banjarsari, Kota Surakarta, Jawa Tengah;CATNIPHORA;Jalan Depok No.1, Manahan, Banjarsari, Manahan, Banjarsari, Kota Surakarta, Jawa Tengah;
A106.008;CLOUD SUPPLY (PT. ASCARYA GLOBAL);cCustomer;PT. ASCARYA GLOBAL;Restaurant;803;102;1000000;0;0.0000.00000.00000.;SOLO BARU;CHILLI PEPPER;SOLO BARU;
A102.267;DE'COFFIE TENTREM;cCustomer;DE'COFFIE TENTREM;Restaurant;803;102;300000;0;0.0000.00000.00000.;"JLN. MOH YAMIN NO.146 
 PANULARAN SOLO 
 (TIMUR SMA 7)";COLONELS;"JLN. MOH YAMIN NO.146 
 PANULARAN SOLO 
 (TIMUR SMA 7)";
A102.304;COZE RESTO;cCustomer;COZE RESTO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl. Museum, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;COMITEA;Jl. Museum, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;
A102.063;CROWN BILYARD;cCustomer;CROWN BILYARD;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Dr. Rajiman No.253 Jayengan Kec. Serengan Kota Surakarta;COOL FRAME;Jl. Dr. Rajiman No.253 Jayengan Kec. Serengan Kota Surakarta;
A102.068;CUMSUIS;cCustomer;CUMSUIS;Restaurant;803;102;1000000;0;35.136.872.5-526.000;JL. URIP SUMOHARJO NO.94, RT.003 RW.002 PURWODININGRAT, JEBRES, SURAKARTA;COZE RESTO;JL. URIP SUMOHARJO NO.94, RT.003 RW.002 PURWODININGRAT, JEBRES, SURAKARTA;
A102.065;CUPID;cCustomer;CUPID;Restaurant;803;102;5000000;7;0.0000.00000.00000.;"HARTONO MALL SOLO BARU LT. 2 
 JLN. IR. SUKARNO , SOLO BARU";CROWN BILYARD;"HARTONO MALL SOLO BARU LT. 2 
 JLN. IR. SUKARNO , SOLO BARU";
A102.32;CV.DAPURAME (BOGA KITCHEN);cCustomer;CV.DAPURAME;Restaurant;803;102;1000000;0;0.0000.00000.00000.;Jl. Blewah No 1 Raya, Karangasem, Laweyan, Surakarta;CUMSUIS;Jl. Blewah No 1 Raya, Karangasem, Laweyan, Surakarta;
A102.074;DAEGU GRILL RESTAURANT;cCustomer;DAEGU GRILL RESTAURANT;Restaurant;803;102;20000000;0;0.0000.00000.00000.;Jl.Nakula No.38 Serengan Kec. Serengan Surakarta;CUPID;Jl.Nakula No.38 Serengan Kec. Serengan Surakarta;
A102.098;EC KAROUKE SOLO;cCustomer;EC KAROUKE SOLO;Restaurant;803;102;5000000;14;84.418.783.1-428.000;Jl. Adi Sucipto No.68, Kerten, Laweyan,;CV MAKMUR SENTOSO;Jl. Adi Sucipto No.68, Kerten, Laweyan,;
A102.086;DAINTY KITCHEN;cCustomer;DAINTY KITCHEN;Restaurant;803;102;5000000;14;95.529.671.0-416.000;GREEN LAKE CITY. RUKAN CBD BLOK 1 NO 008 RT 001 RW 014 CIPONDOH TANGERANG TIMUR BANTEN;CV. DAPURAME;GREEN LAKE CITY. RUKAN CBD BLOK 1 NO 008 RT 001 RW 014 CIPONDOH TANGERANG TIMUR BANTEN;
A102.151;LEGACY;cCustomer;LEGACY;Restaurant;803;102;1000000;30;80.042.540.7-526.000;JL.MOH SALEH WEDISATRO NO 5BANJARSARI;CV. DASA JAYA PERKASA;JL.MOH SALEH WEDISATRO NO 5BANJARSARI;
A102.269;THE TRANS RESTAURANT;cCustomer;THE TRANS RESTAURANT;Restaurant;803;102;2000000;14;42.315.449.1-528.000;Jl. Adi Sucipto, Blukukan Dua, Blulukan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57174;CV. JATI PERKASA;Jl. Adi Sucipto, Blukukan Dua, Blulukan, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57174;
A102.085;DAVE'S STEAK HOUSE;cCustomer;DAVE'S STEAK HOUSE;Restaurant;803;102;5000000;14;01.752.106.3-526.000;JL. IR SUTAMI NO 118, PUCANGSAWIT, JEBRESSURAKARTA;CV. METRO;JL. IR SUTAMI NO 118, PUCANGSAWIT, JEBRESSURAKARTA;
A101.032;NAVA HOTEL (PT. NAVA SAMGATA);cCustomer;PT. NAVA SAMGATA;Restaurant;803;102;5000000;0;82.468.045.8-532.000;Hartono Trade Center LT-P1Jl. Ir. Soekarno Solo Baru RT.004 RW 002 Madegondo,Grogol,SukoharjoSamping NAGOYA LT 1;CV. MULTI ADIGUNA;Hartono Trade Center LT-P1Jl. Ir. Soekarno Solo Baru RT.004 RW 002 Madegondo,Grogol,SukoharjoSamping NAGOYA LT 1;
A102.25;SOLO BAKERY;cCustomer;SOLO BAKERY;Restaurant;803;102;500000;28;02.038.010.1-038.000;MALL CIPUTRA LT.V NO.27-28 JL. ARTERI S.PARMAN GROGOL GROGOL PETAMBURAN JAKARTA BARAT;CV. SINAR SOLARIA;MALL CIPUTRA LT.V NO.27-28 JL. ARTERI S.PARMAN GROGOL GROGOL PETAMBURAN JAKARTA BARAT;
A102.242;SOLO BISTRO;cCustomer;SOLO BISTRO;Restaurant;803;102;2000000;28;02.038.010.1-038.000;MALL CIPUTRA LT.V NO.27-28 JL. ARTERI S.PARMAN GROGOL GROGOL PETAMBURAN JAKARTA BARAT;CV. SINAR SOLARIA;MALL CIPUTRA LT.V NO.27-28 JL. ARTERI S.PARMAN GROGOL GROGOL PETAMBURAN JAKARTA BARAT;
A102.236;SOLO DAUN;cCustomer;SOLO DAUN;Restaurant;803;102;300000;28;02.038.010.1-038.000;MALL CIPUTRA LT.V NO.27-28 JL. ARTERI S.PARMAN GROGOL GROGOL PETAMBURAN JAKARTA BARAT;CV. SINAR SOLARIA;MALL CIPUTRA LT.V NO.27-28 JL. ARTERI S.PARMAN GROGOL GROGOL PETAMBURAN JAKARTA BARAT;
A102.024;SOLARIA HARTONO MALL;cCustomer;SOLARIA HARTONO MALL;Restaurant;803;102;25000000;30;31.661.126.8-526.000;JLN. ABDURRAHMAN SALEH NO. 1 BANJARSARI SOLO(SEBELAH SELATAN PATUNG AHMAD YANI);CV. SOCIAL KITCHEN, DINING LOUNGE & BAR;JLN. ABDURRAHMAN SALEH NO. 1 BANJARSARI SOLO(SEBELAH SELATAN PATUNG AHMAD YANI);
A102.273;TJEMAL TJEMIL;cCustomer;TJEMAL TJEMIL;Restaurant;803;102;5000000;0;90.210.342.3-526.000;Jl. Urip Sumoharjo RT 003 RW 002Purwoningratan JebresSurakarta;CV. THE BARRREL;Jl. Urip Sumoharjo RT 003 RW 002Purwoningratan JebresSurakarta;
A115.013;MARAKEZ;cCustomer;MARAKEZ;Restaurant;803;102;5000000;14;42.020.350.7-525.000;Jl. Dewi Sartika 33 Tegalklaten Klaten Kec. Klaten Tengah Kabupaten Klaten;CV. TIGA PILLAR SEJATI;Jl. Dewi Sartika 33 Tegalklaten Klaten Kec. Klaten Tengah Kabupaten Klaten;
A102.076;METRO (CV. METRO);cCustomer;CV. METRO;Restaurant;803;102;10000000;60;73.677.673.3-526.001;JL.KEBANGKITAN NASIONAL NO.45RT.001 RW.001 SRIWEDARI LAWEYAN;CV.JOGJA BOGA UTAMA;JL.KEBANGKITAN NASIONAL NO.45RT.001 RW.001 SRIWEDARI LAWEYAN;
A102.061;D'COLONELS;cCustomer;D'COLONELS;Restaurant;803;102;0;0;89.944.455.8-039.000;Jalan Honggowongso No.30 B, Kemlayan, Serengan, Sriwedari, Laweyan, Kota Surakarta, Jawa Tengah 57141;D'CAPELLO RESTO;Jalan Honggowongso No.30 B, Kemlayan, Serengan, Sriwedari, Laweyan, Kota Surakarta, Jawa Tengah 57141;
A102.048;DD PANTRY;cCustomer;DD PANTRY;Restaurant;803;102;0;7;0.0000.00000.00000.;Ps. Kliwon, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah;D'COFFE CLUB SOLO;Ps. Kliwon, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah;
A102.08;DYNASTI WANG RESTAURANT;cCustomer;DYNASTI WANG RESTAURANT;Restaurant;803;102;10000000;0;0.0000.00000.00000.;Jl. Bhayangkara No.9, Sriwedari, Laweyan, Kota Surakarta,;D'STADION;Jl. Bhayangkara No.9, Sriwedari, Laweyan, Kota Surakarta,;
A102.009;DALI GELATO UMS;cCustomer;DALI GELATO UMS;Restaurant;803;102;1000000;14;0.0000.00000.00000.;JLN. RADJIMAN NO.402SOLO;DAEGU;JLN. RADJIMAN NO.402SOLO;
A102.081;DALLAS RESTO (CV. METRO);cCustomer;CV. METRO;Restaurant;803;102;20000000;0;0.0000.00000.00000.;Jl. Kebangkitan Nasional No.56, Kota Surakarta, Jawa Tengah 57141;DAINTY KITCHEN;Jl. Kebangkitan Nasional No.56, Kota Surakarta, Jawa Tengah 57141;
A102.083;DAPUR CAKU-CAKU;cCustomer;DAPUR CAKU-CAKU;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jalan Garuda Mas No. 12 Karangasem Mendungan Pabelan Kartasura Sukoharjo;DALI GELATO;Jalan Garuda Mas No. 12 Karangasem Mendungan Pabelan Kartasura Sukoharjo;
A102.01;DBROTHER;cCustomer;DBROTHER;Restaurant;803;102;1000000;0;0.0000.00000.00000.;JETAK RT 02 RW 08 DAGEN JATEN KARANGANYAR (TIMUR LAMPU MERAH YONIF 413 SAMBERNYAWA);DAPUR CAKU-CAKU;JETAK RT 02 RW 08 DAGEN JATEN KARANGANYAR (TIMUR LAMPU MERAH YONIF 413 SAMBERNYAWA);
A102.088;D'CAPELLO RESTO;cCustomer;D'CAPELLO RESTO;Restaurant;803;102;2000000;0;55.737.960.9-526.000;Jalan Dokter Radjiman No.395, Bumi, Laweyan, Panularan, Kec. Laweyan, Kota Surakarta, Jawa Tengah;DAVE'S STEAK HOUSE;Jalan Dokter Radjiman No.395, Bumi, Laweyan, Panularan, Kec. Laweyan, Kota Surakarta, Jawa Tengah;
A102.235;DE PARISHA RESTAURANT;cCustomer;DE PARISHA RESTAURANT;Restaurant;803;102;500000;0;0.0000.00000.00000.;Jl. Duwet No.47Masjid Assalam-Belakang UMSKarangasem Solo;DD PANTRY;Jl. Duwet No.47Masjid Assalam-Belakang UMSKarangasem Solo;
A102.105;GRAINS & DOUGHT;cCustomer;GRAINS & DOUGHT;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"Jl. Thamrin No.33 
 Gremet, Manahan - Solo";DE PARIS;"Jl. Thamrin No.33 
 Gremet, Manahan - Solo";
A102.073;DE SOLO;cCustomer;DE SOLO;Restaurant;803;102;300000;0;0.0000.00000.00000.;JLN. KEBALEN NO.2, BTPN RADIO LT. 1SOLO;DE PARISHA;JLN. KEBALEN NO.2, BTPN RADIO LT. 1SOLO;
A102.339;DIAMOND RESTO (CV. DIAMOND);cCustomer;CV. DIAMOND;Restaurant;803;102;10000000;60;74.814.731.1-526.000;Singosaren RT 003/003, Kemlayan, SerenganAyam Goreng Sor Pelem, Belakang Matahari Singosaren;DEVORA DIARY;Singosaren RT 003/003, Kemlayan, SerenganAyam Goreng Sor Pelem, Belakang Matahari Singosaren;
A102.127;D'JAVA RESTO;cCustomer;D'JAVA RESTO;Restaurant;803;102;300000;30;66.752.496.1-432.000;JLN.PROF DR.SUPOMO NO 99 MANGKUBUMEN BANJARSARI SOLO;DHAMA;JLN.PROF DR.SUPOMO NO 99 MANGKUBUMEN BANJARSARI SOLO;
A102.078;D'LIVING RESTAURANT;cCustomer;D'LIVING RESTAURANT;Restaurant;803;102;5000000;0;31.238.003.3-526.000;Slamet Riyadi St No.392, Purwosari, Laweyan, Surakarta City, Central Java 57144;DIAMOND RESTO (CV. DIAMOND);Slamet Riyadi St No.392, Purwosari, Laweyan, Surakarta City, Central Java 57144;
A102.077;DOUBLE DECKER RESTAURANT;cCustomer;DOUBLE DECKER RESTAURANT;Restaurant;803;102;10000000;7;0.0000.00000.00000.;Jalan Doktor Sutomo No. 20, Sriwedari, Laweyan, Kota Surakarta, Jawa Tengah 57141 (KARONSHI BELOK KIRI);DOBUTZO;Jalan Doktor Sutomo No. 20, Sriwedari, Laweyan, Kota Surakarta, Jawa Tengah 57141 (KARONSHI BELOK KIRI);
A102.084;DREAMT PHOTOGRAPHY;cCustomer;DREAMT PHOTOGRAPHY;Restaurant;803;102;1000000;30;0.0000.00000.00000.;JL. JAJAR JALAN DUKU II NO 10 LAWEYAN (DERETAN BATIK SENGENGE);DON COFFE;JL. JAJAR JALAN DUKU II NO 10 LAWEYAN (DERETAN BATIK SENGENGE);
A102.079;D'S DINNER CAFE & RESTO;cCustomer;D'S DINNER CAFE & RESTO;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jalan Ir. Soekarno (ground floor fave Hotel), Solo Baru, Madegondo, Grogol, Kabupaten Sukoharjo, Jawa Tengah;DOUBLE DECKER Restaurant;Jalan Ir. Soekarno (ground floor fave Hotel), Solo Baru, Madegondo, Grogol, Kabupaten Sukoharjo, Jawa Tengah;
A102.087;D'STADION RESTAURANT;cCustomer;D'STADION RESTAURANT;Restaurant;803;102;1000000;0;0.0000.00000.00000.;"BU RITA - 081802570807 
 DREAMT PHOTOGRAPHY 
 THE PARK MALL SOLOBARU - SF-18 
 LANTAI PALING ATAS DEPAN ORCHARD JELE";DREAMT PHOTOGRAPHY;"BU RITA - 081802570807 
 DREAMT PHOTOGRAPHY 
 THE PARK MALL SOLOBARU - SF-18 
 LANTAI PALING ATAS DEPAN ORCHARD JELE";
A102.1;EATBOSS SOLO (CV. MAKMUR SENTOSO);cCustomer;CV. MAKMUR SENTOSO;Restaurant;803;102;7000000;0;0.0000.00000.00000.;Jl. Sutan Syahrir No. 21, Kepatihan Wetan, Jebres, Surakarta;DUTA RASA MEATSHOP;Jl. Sutan Syahrir No. 21, Kepatihan Wetan, Jebres, Surakarta;
A102.289;EATERNITY RESTAURANT;cCustomer;EATERNITY RESTAURANT;Restaurant;803;102;2000000;7;0.0000.00000.00000.;paragon mall solo seberang dallas kitchen;dynasti;paragon mall solo seberang dallas kitchen;
A102.094;EL BURITOS;cCustomer;EL BURITOS;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"HARTONO TRADE CENTER LT.P1/LT3 
 JL.IR SOEKARNO MADEGONDO GROGOL";EC KAROUKE SOLO;"HARTONO TRADE CENTER LT.P1/LT3 
 JL.IR SOEKARNO MADEGONDO GROGOL";
A102.097;EL BURRITOS;cCustomer;EL BURRITOS;Restaurant;803;102;1000000;0;0.0000.00000.00000.;Jl. Gajah Mada No.115, Ketelan, Banjarsari, Kota Surakarta, Jawa Tengah;EGGPERIANCE;Jl. Gajah Mada No.115, Ketelan, Banjarsari, Kota Surakarta, Jawa Tengah;
A102.093;EMPEROR PLACE CHINESE RESTAURANT;cCustomer;EMPEROR PLACE CHINESE RESTAURANT;Restaurant;803;102;15000000;0;0.0000.00000.00000.;"EL BURITOS 
 FOODCOURT INDOMARET LT.2 
 JL. KARTIKA RAYA NO.168, JEBRES (083865526650)";EL BURITOS;"EL BURITOS 
 FOODCOURT INDOMARET LT.2 
 JL. KARTIKA RAYA NO.168, JEBRES (083865526650)";
A115.026;ENI MANDIRI;cCustomer;ENI MANDIRI;Restaurant;803;102;5000000;0;0.0000.00000.00000.;"JL. MH.thamrin No. 21 Manahan 
  
 solo";EL BURRITOS;"JL. MH.thamrin No. 21 Manahan 
  
 solo";
A102.091;ERIGO;cCustomer;ERIGO;Restaurant;803;102;1000000;14;0.0000.00000.00000.;DAZIA BRIDALJl. Ir. H. Juanda No. 125 Solo, Surakarta;EMPEROR PLACE;DAZIA BRIDALJl. Ir. H. Juanda No. 125 Solo, Surakarta;
A102.092;ES ENY TERBAN;cCustomer;ES ENY TERBAN;Restaurant;803;102;300000;0;0.0000.00000.00000.;SOLO;ENI MANDIRI;SOLO;
A102.095;EUPHORIA;cCustomer;EUPHORIA;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"Jl. Kebangkitan Nasional No.19 
 Solo";ERIGO;"Jl. Kebangkitan Nasional No.19 
 Solo";
A114.019;EXCELCO THE PARK SOLO BARU;cCustomer;EXCELCO THE PARK SOLO BARU;Restaurant;803;102;2000000;0;0.0000.00000.00000.;JL. AM SANGAJI (DEPAN POP Hotel);ES ENY;JL. AM SANGAJI (DEPAN POP Hotel);
A114.02;EXCELSO SOLO;cCustomer;EXCELSO SOLO;Restaurant;803;102;5000000;0;0.0000.00000.00000.;Jl.Mh Thamrin no 7 Manahan Solo;EUPHORIA;Jl.Mh Thamrin no 7 Manahan Solo;
A102.099;EXECUTIVE KARAOKE;cCustomer;EXECUTIVE KARAOKE;Restaurant;803;102;5000000;14;0.0000.00000.00000.;"The Park Mall Ground floor 
 Jln. Raya solo permai, solobaru, Sukoharjo";EXCELCO THE PARK SOLO BARU;"The Park Mall Ground floor 
 Jln. Raya solo permai, solobaru, Sukoharjo";
A102.103;FITSARIA;cCustomer;FITSARIA;Restaurant;803;102;5000000;30;0.0000.00000.00000.;Jl. Ir. Soekarno, Dusun I, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;FAVE HOTEL SOLO BARU;Jl. Ir. Soekarno, Dusun I, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;
A102.104;FITSARIA SRAGEN;cCustomer;FITSARIA SRAGEN;Restaurant;803;102;1000000;7;0.0000.00000.00000.;JL.DR RAJIMAN NO 37 (SEBELAH KUSUMA Hotel);FIFTY Restaurant;JL.DR RAJIMAN NO 37 (SEBELAH KUSUMA Hotel);
A102.011;FND (FOOD N DRINK);cCustomer;FND (FOOD N DRINK);Restaurant;803;102;1000000;0;0.0000.00000.00000.;JALAN SUTAN SYAHRIR NO.92, KEPATIHAN KULON, JEBRES, KOTA SURAKARTA, JAWA TENGAH 57129;FITSARIA;JALAN SUTAN SYAHRIR NO.92, KEPATIHAN KULON, JEBRES, KOTA SURAKARTA, JAWA TENGAH 57129;
